time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
177258,2029,1.886631,6.157887,7.31668,-0.055158,0.132432,0.071412,26.48
177268,2159,2.059013,6.119579,7.369353,-0.034374,0.117243,-0.010658,26.471176
177278,2153,2.092532,6.155493,7.465121,-0.016254,0.073544,-0.076475,26.468235
177288,1872,2.008735,6.131551,7.426814,-0.006928,0.006129,-0.118309,26.474117
177298,1775,1.795651,6.054936,7.268796,0.001599,-0.041835,-0.147887,26.477058
177308,1826,1.448492,6.01184,7.098808,0.005862,-0.053026,-0.16121,26.482941
177318,1838,1.122881,6.021417,7.070077,-0.003198,-0.045565,-0.15668,26.488823
177328,1821,0.821211,6.095637,7.13951,-0.019985,-0.047697,-0.13856,26.482941
177338,1767,0.586579,6.184223,7.24246,-0.030643,-0.06475,-0.105253,26.48
177348,1786,0.418985,6.26802,7.309498,-0.025047,-0.079139,-0.059155,26.488823
177358,2000,0.311246,6.368577,7.297527,-0.00906,-0.076741,-0.003997,26.494705
177368,2027,0.347159,6.485892,7.24246,0.000533,-0.067681,0.064484,26.494705
177378,1682,0.488417,6.600814,7.261614,-0.006928,-0.061819,0.152949,26.482941
177388,2653,0.624887,6.567295,7.299921,-0.009593,-0.055957,0.23502,26.477058
177398,4095,0.76375,6.375759,7.151481,0.000533,-0.059954,0.28325,26.48
177408,4095,0.905008,6.14831,6.849811,0.00453,-0.080205,0.289911,26.482941
177418,1584,0.924162,5.911284,6.442797,-0.020251,-0.10392,0.257936,26.491764
177428,1715,0.864307,5.777209,6.119579,-0.065283,-0.087666,0.20944,26.485882
177438,1813,0.737414,5.774815,6.131551,-0.116977,-0.038371,0.162009,26.494705
177448,1915,0.648829,5.810728,6.514623,-0.146554,0.011724,0.129234,26.48
